Town,Year,Crime Type,Measure_Type,Value
Avon,2011,Motor Vehicle Theft,Number,2
Avon,2011,Motor Vehicle Theft,"Rate (per 100,000)",12
Avon,2011,Arson,Number,0
Avon,2011,Arson,"Rate (per 100,000)",0
Avon,2012,Total Crime,Number,174
Avon,2012,Total Crime,"Rate (per 100,000)",1042.6
Avon,2012,Total Violent Crime,Number,5
Avon,2012,Total Violent Crime,"Rate (per 100,000)",30
Avon,2012,Total Property Crime,Number,169
Avon,2012,Total Property Crime,"Rate (per 100,000)",1012.6
Avon,2012,Aggravated Assault,Number,1
Avon,2012,Aggravated Assault,"Rate (per 100,000)",6
Avon,2012,Murder,Number,0
Avon,2012,Murder,"Rate (per 100,000)",0
Avon,2012,Rape,Number,2
Avon,2012,Rape,"Rate (per 100,000)",12
Avon,2012,Robbery,Number,2
Avon,2012,Robbery,"Rate (per 100,000)",12
Avon,2012,Burglary,Number,25
Avon,2012,Burglary,"Rate (per 100,000)",149.8
Avon,2012,Larceny,Number,143
Avon,2012,Larceny,"Rate (per 100,000)",856.9
Avon,2012,Motor Vehicle Theft,Number,1
Avon,2012,Motor Vehicle Theft,"Rate (per 100,000)",6
Avon,2012,Arson,Number,0
Avon,2012,Arson,"Rate (per 100,000)",0
Avon,2013,Total Crime,Number,148
Avon,2013,Total Crime,"Rate (per 100,000)",885.8
Avon,2013,Total Violent Crime,Number,4
Avon,2013,Total Violent Crime,"Rate (per 100,000)",23.9
Avon,2013,Total Property Crime,Number,144
Avon,2013,Total Property Crime,"Rate (per 100,000)",861.8
Avon,2013,Aggravated Assault,Number,1
Avon,2013,Aggravated Assault,"Rate (per 100,000)",6
Avon,2013,Murder,Number,0
Avon,2013,Murder,"Rate (per 100,000)",0
Avon,2013,Rape,Number,0
Avon,2013,Rape,"Rate (per 100,000)",0
Avon,2013,Robbery,Number,3
Avon,2013,Robbery,"Rate (per 100,000)",18
Avon,2013,Burglary,Number,20
Avon,2013,Burglary,"Rate (per 100,000)",119.7
Avon,2013,Larceny,Number,118
Avon,2013,Larceny,"Rate (per 100,000)",706.2
Avon,2013,Motor Vehicle Theft,Number,6
Avon,2013,Motor Vehicle Theft,"Rate (per 100,000)",35.9
Avon,2013,Arson,Number,1
Avon,2013,Arson,"Rate (per 100,000)",6
Avon,2014,Total Crime,Number,173
Avon,2014,Total Crime,"Rate (per 100,000)",1036.1
Avon,2014,Total Violent Crime,Number,2
Avon,2014,Total Violent Crime,"Rate (per 100,000)",12
Avon,2014,Total Property Crime,Number,171
Avon,2014,Total Property Crime,"Rate (per 100,000)",1024.1
Avon,2014,Aggravated Assault,Number,1
Avon,2014,Aggravated Assault,"Rate (per 100,000)",6
Avon,2014,Murder,Number,0
Avon,2014,Murder,"Rate (per 100,000)",0
Avon,2014,Rape,Number,1
Avon,2014,Rape,"Rate (per 100,000)",6
Avon,2014,Robbery,Number,0
Avon,2014,Robbery,"Rate (per 100,000)",0
Avon,2014,Burglary,Number,20
Avon,2014,Burglary,"Rate (per 100,000)",119.8
Avon,2014,Larceny,Number,143
Avon,2014,Larceny,"Rate (per 100,000)",856.4
Avon,2014,Motor Vehicle Theft,Number,8
Avon,2014,Motor Vehicle Theft,"Rate (per 100,000)",47.9
Avon,2014,Arson,Number,1
Avon,2014,Arson,"Rate (per 100,000)",6
Avon,2015,Total Crime,Number,150
Avon,2015,Total Crime,"Rate (per 100,000)",899.3
Avon,2015,Total Violent Crime,Number,2
Avon,2015,Total Violent Crime,"Rate (per 100,000)",12
Avon,2015,Total Property Crime,Number,148
Avon,2015,Total Property Crime,"Rate (per 100,000)",887.3
Avon,2015,Aggravated Assault,Number,0
Avon,2015,Aggravated Assault,"Rate (per 100,000)",0
Avon,2015,Murder,Number,0
Avon,2015,Murder,"Rate (per 100,000)",0
Avon,2015,Rape,Number,1
Avon,2015,Rape,"Rate (per 100,000)",6
Avon,2015,Robbery,Number,1
Avon,2015,Robbery,"Rate (per 100,000)",6
Avon,2015,Burglary,Number,14
Avon,2015,Burglary,"Rate (per 100,000)",83.9
Avon,2015,Larceny,Number,131
Avon,2015,Larceny,"Rate (per 100,000)",785.4
Avon,2015,Motor Vehicle Theft,Number,3
Avon,2015,Motor Vehicle Theft,"Rate (per 100,000)",18
Avon,2015,Arson,Number,0
Avon,2015,Arson,"Rate (per 100,000)",0
Avon,2016,Total Crime,Number,133
Avon,2016,Total Crime,"Rate (per 100,000)",799.3
Avon,2016,Total Violent Crime,Number,1
Avon,2016,Total Violent Crime,"Rate (per 100,000)",6
Avon,2016,Total Property Crime,Number,132
Avon,2016,Total Property Crime,"Rate (per 100,000)",793.3
Avon,2016,Aggravated Assault,Number,0
Avon,2016,Aggravated Assault,"Rate (per 100,000)",0
Avon,2016,Murder,Number,0
Avon,2016,Murder,"Rate (per 100,000)",0
Avon,2016,Rape,Number,0
Avon,2016,Rape,"Rate (per 100,000)",0
Avon,2016,Robbery,Number,1
Avon,2016,Robbery,"Rate (per 100,000)",6
Avon,2016,Burglary,Number,4
Avon,2016,Burglary,"Rate (per 100,000)",24
Avon,2016,Larceny,Number,120
Avon,2016,Larceny,"Rate (per 100,000)",721.2
Avon,2016,Motor Vehicle Theft,Number,8
Avon,2016,Motor Vehicle Theft,"Rate (per 100,000)",48.1
Avon,2016,Arson,Number,0
Avon,2016,Arson,"Rate (per 100,000)",0
Avon,2017,Total Crime,Number,168
Avon,2017,Total Crime,"Rate (per 100,000)",1008.2
Avon,2017,Total Violent Crime,Number,2
Avon,2017,Total Violent Crime,"Rate (per 100,000)",12
Avon,2017,Total Property Crime,Number,166
Avon,2017,Total Property Crime,"Rate (per 100,000)",996.2
Avon,2017,Aggravated Assault,Number,0
Avon,2017,Aggravated Assault,"Rate (per 100,000)",0
Avon,2017,Murder,Number,0
Avon,2017,Murder,"Rate (per 100,000)",0
Avon,2017,Rape,Number,0
Avon,2017,Rape,"Rate (per 100,000)",0
Avon,2017,Robbery,Number,2
Avon,2017,Robbery,"Rate (per 100,000)",12
Avon,2017,Burglary,Number,10
Avon,2017,Burglary,"Rate (per 100,000)",60
Avon,2017,Larceny,Number,141
Avon,2017,Larceny,"Rate (per 100,000)",846.2
Avon,2017,Motor Vehicle Theft,Number,15
Avon,2017,Motor Vehicle Theft,"Rate (per 100,000)",90
Avon,2017,Arson,Number,0
Avon,2017,Arson,"Rate (per 100,000)",0
Barkhamsted,2010,Total Crime,Number,20
Barkhamsted,2010,Total Crime,"Rate (per 100,000)",545.6
Barkhamsted,2010,Total Violent Crime,Number,1
Barkhamsted,2010,Total Violent Crime,"Rate (per 100,000)",27.3
Barkhamsted,2010,Total Property Crime,Number,19
Barkhamsted,2010,Total Property Crime,"Rate (per 100,000)",518.3
Barkhamsted,2010,Aggravated Assault,Number,0
Barkhamsted,2010,Aggravated Assault,"Rate (per 100,000)",0
Barkhamsted,2010,Murder,Number,0
Barkhamsted,2010,Murder,"Rate (per 100,000)",0
Barkhamsted,2010,Rape,Number,1
Barkhamsted,2010,Rape,"Rate (per 100,000)",27.3
Barkhamsted,2010,Robbery,Number,0
Barkhamsted,2010,Robbery,"Rate (per 100,000)",0
Barkhamsted,2010,Burglary,Number,6
Barkhamsted,2010,Burglary,"Rate (per 100,000)",163.7
Barkhamsted,2010,Larceny,Number,10
Barkhamsted,2010,Larceny,"Rate (per 100,000)",272.8
Barkhamsted,2010,Motor Vehicle Theft,Number,3
Barkhamsted,2010,Motor Vehicle Theft,"Rate (per 100,000)",81.8
Barkhamsted,2010,Arson,Number,0
Barkhamsted,2010,Arson,"Rate (per 100,000)",0
Barkhamsted,2011,Total Crime,Number,25
Barkhamsted,2011,Total Crime,"Rate (per 100,000)",680.6
Barkhamsted,2011,Total Violent Crime,Number,0
Barkhamsted,2011,Total Violent Crime,"Rate (per 100,000)",0
Barkhamsted,2011,Total Property Crime,Number,25
Barkhamsted,2011,Total Property Crime,"Rate (per 100,000)",680.6
Barkhamsted,2011,Aggravated Assault,Number,0
Barkhamsted,2011,Aggravated Assault,"Rate (per 100,000)",0
Barkhamsted,2011,Murder,Number,0
Barkhamsted,2011,Murder,"Rate (per 100,000)",0
Barkhamsted,2011,Rape,Number,0
Barkhamsted,2011,Rape,"Rate (per 100,000)",0
Barkhamsted,2011,Robbery,Number,0
Barkhamsted,2011,Robbery,"Rate (per 100,000)",0
Barkhamsted,2011,Burglary,Number,14
Barkhamsted,2011,Burglary,"Rate (per 100,000)",381.2
Barkhamsted,2011,Larceny,Number,11
Barkhamsted,2011,Larceny,"Rate (per 100,000)",299.5
Barkhamsted,2011,Motor Vehicle Theft,Number,0
Barkhamsted,2011,Motor Vehicle Theft,"Rate (per 100,000)",0
Barkhamsted,2011,Arson,Number,0
Barkhamsted,2011,Arson,"Rate (per 100,000)",0
Barkhamsted,2012,Total Crime,Number,18
Barkhamsted,2012,Total Crime,"Rate (per 100,000)",488.7
Barkhamsted,2012,Total Violent Crime,Number,1
Barkhamsted,2012,Total Violent Crime,"Rate (per 100,000)",27.2
Barkhamsted,2012,Total Property Crime,Number,17
Barkhamsted,2012,Total Property Crime,"Rate (per 100,000)",461.6
Barkhamsted,2012,Aggravated Assault,Number,0
Barkhamsted,2012,Aggravated Assault,"Rate (per 100,000)",0
Barkhamsted,2012,Murder,Number,0
Barkhamsted,2012,Murder,"Rate (per 100,000)",0
Barkhamsted,2012,Rape,Number,0
Barkhamsted,2012,Rape,"Rate (per 100,000)",0
Barkhamsted,2012,Robbery,Number,1
Barkhamsted,2012,Robbery,"Rate (per 100,000)",27.2
Barkhamsted,2012,Burglary,Number,3
Barkhamsted,2012,Burglary,"Rate (per 100,000)",81.5
Barkhamsted,2012,Larceny,Number,9
Barkhamsted,2012,Larceny,"Rate (per 100,000)",244.4
Barkhamsted,2012,Motor Vehicle Theft,Number,5
Barkhamsted,2012,Motor Vehicle Theft,"Rate (per 100,000)",135.8
Barkhamsted,2012,Arson,Number,0
Barkhamsted,2012,Arson,"Rate (per 100,000)",0
Barkhamsted,2013,Total Crime,Number,22
Barkhamsted,2013,Total Crime,"Rate (per 100,000)",596.7
Barkhamsted,2013,Total Violent Crime,Number,1
Barkhamsted,2013,Total Violent Crime,"Rate (per 100,000)",27.1
Barkhamsted,2013,Total Property Crime,Number,21
Barkhamsted,2013,Total Property Crime,"Rate (per 100,000)",569.6
Barkhamsted,2013,Aggravated Assault,Number,1
Barkhamsted,2013,Aggravated Assault,"Rate (per 100,000)",27.1
Barkhamsted,2013,Murder,Number,0
Barkhamsted,2013,Murder,"Rate (per 100,000)",0
Barkhamsted,2013,Rape,Number,0
Barkhamsted,2013,Rape,"Rate (per 100,000)",0
Barkhamsted,2013,Robbery,Number,0
Barkhamsted,2013,Robbery,"Rate (per 100,000)",0
Barkhamsted,2013,Burglary,Number,9
Barkhamsted,2013,Burglary,"Rate (per 100,000)",244.1
Barkhamsted,2013,Larceny,Number,12
Barkhamsted,2013,Larceny,"Rate (per 100,000)",325.5
Barkhamsted,2013,Motor Vehicle Theft,Number,0
Barkhamsted,2013,Motor Vehicle Theft,"Rate (per 100,000)",0
Barkhamsted,2013,Arson,Number,0
Barkhamsted,2013,Arson,"Rate (per 100,000)",0
Barkhamsted,2014,Total Crime,Number,20
Barkhamsted,2014,Total Crime,"Rate (per 100,000)",542.9
Barkhamsted,2014,Total Violent Crime,Number,3
Barkhamsted,2014,Total Violent Crime,"Rate (per 100,000)",81.4
Barkhamsted,2014,Total Property Crime,Number,17
Barkhamsted,2014,Total Property Crime,"Rate (per 100,000)",461.5
Barkhamsted,2014,Aggravated Assault,Number,1
Barkhamsted,2014,Aggravated Assault,"Rate (per 100,000)",27.1
Barkhamsted,2014,Murder,Number,0
Barkhamsted,2014,Murder,"Rate (per 100,000)",0
Barkhamsted,2014,Rape,Number,2
Barkhamsted,2014,Rape,"Rate (per 100,000)",54.3
Barkhamsted,2014,Robbery,Number,0
Barkhamsted,2014,Robbery,"Rate (per 100,000)",0
Barkhamsted,2014,Burglary,Number,4
Barkhamsted,2014,Burglary,"Rate (per 100,000)",108.6
Barkhamsted,2014,Larceny,Number,12
Barkhamsted,2014,Larceny,"Rate (per 100,000)",325.7
Barkhamsted,2014,Motor Vehicle Theft,Number,1
Barkhamsted,2014,Motor Vehicle Theft,"Rate (per 100,000)",27.1
Barkhamsted,2014,Arson,Number,0
Barkhamsted,2014,Arson,"Rate (per 100,000)",0
Barkhamsted,2015,Total Crime,Number,18
Barkhamsted,2015,Total Crime,"Rate (per 100,000)",489.1
Barkhamsted,2015,Total Violent Crime,Number,0
Barkhamsted,2015,Total Violent Crime,"Rate (per 100,000)",0
Barkhamsted,2015,Total Property Crime,Number,18
Barkhamsted,2015,Total Property Crime,"Rate (per 100,000)",489.1
Barkhamsted,2015,Aggravated Assault,Number,0
Barkhamsted,2015,Aggravated Assault,"Rate (per 100,000)",0
Barkhamsted,2015,Murder,Number,0
Barkhamsted,2015,Murder,"Rate (per 100,000)",0
Barkhamsted,2015,Rape,Number,0
Barkhamsted,2015,Rape,"Rate (per 100,000)",0
Barkhamsted,2015,Robbery,Number,0
Barkhamsted,2015,Robbery,"Rate (per 100,000)",0
Barkhamsted,2015,Burglary,Number,7
Barkhamsted,2015,Burglary,"Rate (per 100,000)",190.2
Barkhamsted,2015,Larceny,Number,10
Barkhamsted,2015,Larceny,"Rate (per 100,000)",271.7
Barkhamsted,2015,Motor Vehicle Theft,Number,1
Barkhamsted,2015,Motor Vehicle Theft,"Rate (per 100,000)",27.2
Barkhamsted,2015,Arson,Number,0
Barkhamsted,2015,Arson,"Rate (per 100,000)",0
Barkhamsted,2016,Total Crime,Number,18
Barkhamsted,2016,Total Crime,"Rate (per 100,000)",490.2
Barkhamsted,2016,Total Violent Crime,Number,0
Barkhamsted,2016,Total Violent Crime,"Rate (per 100,000)",0
Barkhamsted,2016,Total Property Crime,Number,18
Barkhamsted,2016,Total Property Crime,"Rate (per 100,000)",490.2
Barkhamsted,2016,Aggravated Assault,Number,0
Barkhamsted,2016,Aggravated Assault,"Rate (per 100,000)",0
Barkhamsted,2016,Murder,Number,0
Barkhamsted,2016,Murder,"Rate (per 100,000)",0
Barkhamsted,2016,Rape,Number,0
Barkhamsted,2016,Rape,"Rate (per 100,000)",0
Barkhamsted,2016,Robbery,Number,0
Barkhamsted,2016,Robbery,"Rate (per 100,000)",0
Barkhamsted,2016,Burglary,Number,10
Barkhamsted,2016,Burglary,"Rate (per 100,000)",272.3
Barkhamsted,2016,Larceny,Number,5
Barkhamsted,2016,Larceny,"Rate (per 100,000)",136.2
Barkhamsted,2016,Motor Vehicle Theft,Number,3
Barkhamsted,2016,Motor Vehicle Theft,"Rate (per 100,000)",81.7
Barkhamsted,2016,Arson,Number,0
Barkhamsted,2016,Arson,"Rate (per 100,000)",0
Barkhamsted,2017,Total Crime,Number,12
Barkhamsted,2017,Total Crime,"Rate (per 100,000)",326.4
Barkhamsted,2017,Total Violent Crime,Number,0
Barkhamsted,2017,Total Violent Crime,"Rate (per 100,000)",0
Barkhamsted,2017,Total Property Crime,Number,12
Barkhamsted,2017,Total Property Crime,"Rate (per 100,000)",326.4
Barkhamsted,2017,Aggravated Assault,Number,0
Barkhamsted,2017,Aggravated Assault,"Rate (per 100,000)",0
Barkhamsted,2017,Murder,Number,0
Barkhamsted,2017,Murder,"Rate (per 100,000)",0
Barkhamsted,2017,Rape,Number,0
Barkhamsted,2017,Rape,"Rate (per 100,000)",0
Barkhamsted,2017,Robbery,Number,0
Barkhamsted,2017,Robbery,"Rate (per 100,000)",0
Barkhamsted,2017,Burglary,Number,1
Barkhamsted,2017,Burglary,"Rate (per 100,000)",27.2
Barkhamsted,2017,Larceny,Number,10
Barkhamsted,2017,Larceny,"Rate (per 100,000)",272
Barkhamsted,2017,Motor Vehicle Theft,Number,1
Barkhamsted,2017,Motor Vehicle Theft,"Rate (per 100,000)",27.2
Barkhamsted,2017,Arson,Number,0
Barkhamsted,2017,Arson,"Rate (per 100,000)",0
Beacon Falls,2010,Total Crime,Number,93
Beacon Falls,2010,Total Crime,"Rate (per 100,000)",1689.4
Beacon Falls,2010,Total Violent Crime,Number,4
Beacon Falls,2010,Total Violent Crime,"Rate (per 100,000)",72.7
Beacon Falls,2010,Total Property Crime,Number,89
Beacon Falls,2010,Total Property Crime,"Rate (per 100,000)",1616.7
Beacon Falls,2010,Aggravated Assault,Number,2
Beacon Falls,2010,Aggravated Assault,"Rate (per 100,000)",36.3
Beacon Falls,2010,Murder,Number,1
Beacon Falls,2010,Murder,"Rate (per 100,000)",18.2
Beacon Falls,2010,Rape,Number,1
Beacon Falls,2010,Rape,"Rate (per 100,000)",18.2
Beacon Falls,2010,Robbery,Number,0
Beacon Falls,2010,Robbery,"Rate (per 100,000)",0
Beacon Falls,2010,Burglary,Number,32
Beacon Falls,2010,Burglary,"Rate (per 100,000)",581.3
Beacon Falls,2010,Larceny,Number,53
Beacon Falls,2010,Larceny,"Rate (per 100,000)",962.8
Beacon Falls,2010,Motor Vehicle Theft,Number,4
Beacon Falls,2010,Motor Vehicle Theft,"Rate (per 100,000)",72.7
Beacon Falls,2010,Arson,Number,0
Beacon Falls,2010,Arson,"Rate (per 100,000)",0
Beacon Falls,2011,Total Crime,Number,80
Beacon Falls,2011,Total Crime,"Rate (per 100,000)",1450.6
Beacon Falls,2011,Total Violent Crime,Number,1
Beacon Falls,2011,Total Violent Crime,"Rate (per 100,000)",18.1
Beacon Falls,2011,Total Property Crime,Number,79
Beacon Falls,2011,Total Property Crime,"Rate (per 100,000)",1432.5
Beacon Falls,2011,Aggravated Assault,Number,1
Beacon Falls,2011,Aggravated Assault,"Rate (per 100,000)",18.1
Beacon Falls,2011,Murder,Number,0
Beacon Falls,2011,Murder,"Rate (per 100,000)",0
Beacon Falls,2011,Rape,Number,0
Beacon Falls,2011,Rape,"Rate (per 100,000)",0
Beacon Falls,2011,Robbery,Number,0
Beacon Falls,2011,Robbery,"Rate (per 100,000)",0
Beacon Falls,2011,Burglary,Number,27
Beacon Falls,2011,Burglary,"Rate (per 100,000)",489.6
Beacon Falls,2011,Larceny,Number,48
Beacon Falls,2011,Larceny,"Rate (per 100,000)",870.4
Beacon Falls,2011,Motor Vehicle Theft,Number,4
Beacon Falls,2011,Motor Vehicle Theft,"Rate (per 100,000)",72.5
Beacon Falls,2011,Arson,Number,0
Beacon Falls,2011,Arson,"Rate (per 100,000)",0
Beacon Falls,2012,Total Crime,Number,43
Beacon Falls,2012,Total Crime,"Rate (per 100,000)",777.6
Beacon Falls,2012,Total Violent Crime,Number,0
Beacon Falls,2012,Total Violent Crime,"Rate (per 100,000)",0
Beacon Falls,2012,Total Property Crime,Number,43
Beacon Falls,2012,Total Property Crime,"Rate (per 100,000)",777.6
Beacon Falls,2012,Aggravated Assault,Number,0
Beacon Falls,2012,Aggravated Assault,"Rate (per 100,000)",0
Beacon Falls,2012,Murder,Number,0
Beacon Falls,2012,Murder,"Rate (per 100,000)",0
Beacon Falls,2012,Rape,Number,0
Beacon Falls,2012,Rape,"Rate (per 100,000)",0
Beacon Falls,2012,Robbery,Number,0
Beacon Falls,2012,Robbery,"Rate (per 100,000)",0
Beacon Falls,2012,Burglary,Number,12
Beacon Falls,2012,Burglary,"Rate (per 100,000)",217
Beacon Falls,2012,Larceny,Number,24
Beacon Falls,2012,Larceny,"Rate (per 100,000)",434
Beacon Falls,2012,Motor Vehicle Theft,Number,7
Beacon Falls,2012,Motor Vehicle Theft,"Rate (per 100,000)",126.6
Beacon Falls,2012,Arson,Number,0
Beacon Falls,2012,Arson,"Rate (per 100,000)",0
Beacon Falls,2013,Total Crime,Number,55
Beacon Falls,2013,Total Crime,"Rate (per 100,000)",993.3
Beacon Falls,2013,Total Violent Crime,Number,5
Beacon Falls,2013,Total Violent Crime,"Rate (per 100,000)",90.3
Beacon Falls,2013,Total Property Crime,Number,50
Beacon Falls,2013,Total Property Crime,"Rate (per 100,000)",903
Beacon Falls,2013,Aggravated Assault,Number,5
Beacon Falls,2013,Aggravated Assault,"Rate (per 100,000)",90.3
Beacon Falls,2013,Murder,Number,0
Beacon Falls,2013,Murder,"Rate (per 100,000)",0
Beacon Falls,2013,Rape,Number,0
Beacon Falls,2013,Rape,"Rate (per 100,000)",0
Beacon Falls,2013,Robbery,Number,0
Beacon Falls,2013,Robbery,"Rate (per 100,000)",0
Beacon Falls,2013,Burglary,Number,10
Beacon Falls,2013,Burglary,"Rate (per 100,000)",180.6
Beacon Falls,2013,Larceny,Number,34
Beacon Falls,2013,Larceny,"Rate (per 100,000)",614.1
Beacon Falls,2013,Motor Vehicle Theft,Number,6
Beacon Falls,2013,Motor Vehicle Theft,"Rate (per 100,000)",108.4
Beacon Falls,2013,Arson,Number,0
Beacon Falls,2013,Arson,"Rate (per 100,000)",0
Beacon Falls,2014,Total Crime,Number,66
Beacon Falls,2014,Total Crime,"Rate (per 100,000)",1192.8
Beacon Falls,2014,Total Violent Crime,Number,6
Beacon Falls,2014,Total Violent Crime,"Rate (per 100,000)",108.4
Beacon Falls,2014,Total Property Crime,Number,60
Beacon Falls,2014,Total Property Crime,"Rate (per 100,000)",1084.4
Beacon Falls,2014,Aggravated Assault,Number,6
Beacon Falls,2014,Aggravated Assault,"Rate (per 100,000)",108.4
Beacon Falls,2014,Murder,Number,0
Beacon Falls,2014,Murder,"Rate (per 100,000)",0
Beacon Falls,2014,Rape,Number,0
Beacon Falls,2014,Rape,"Rate (per 100,000)",0
Beacon Falls,2014,Robbery,Number,0
Beacon Falls,2014,Robbery,"Rate (per 100,000)",0
Beacon Falls,2014,Burglary,Number,8
Beacon Falls,2014,Burglary,"Rate (per 100,000)",144.6
Beacon Falls,2014,Larceny,Number,47
Beacon Falls,2014,Larceny,"Rate (per 100,000)",849.4
Beacon Falls,2014,Motor Vehicle Theft,Number,5
Beacon Falls,2014,Motor Vehicle Theft,"Rate (per 100,000)",90.4
Beacon Falls,2014,Arson,Number,0
Beacon Falls,2014,Arson,"Rate (per 100,000)",0
Beacon Falls,2015,Total Crime,Number,52
Beacon Falls,2015,Total Crime,"Rate (per 100,000)",940.8
Beacon Falls,2015,Total Violent Crime,Number,2
Beacon Falls,2015,Total Violent Crime,"Rate (per 100,000)",36.2
Beacon Falls,2015,Total Property Crime,Number,50
Beacon Falls,2015,Total Property Crime,"Rate (per 100,000)",904.6
Beacon Falls,2015,Aggravated Assault,Number,2
Beacon Falls,2015,Aggravated Assault,"Rate (per 100,000)",36.2
Beacon Falls,2015,Murder,Number,0
Beacon Falls,2015,Murder,"Rate (per 100,000)",0
Beacon Falls,2015,Rape,Number,0
Beacon Falls,2015,Rape,"Rate (per 100,000)",0
Beacon Falls,2015,Robbery,Number,0
Beacon Falls,2015,Robbery,"Rate (per 100,000)",0
Beacon Falls,2015,Burglary,Number,9
Beacon Falls,2015,Burglary,"Rate (per 100,000)",162.8
Beacon Falls,2015,Larceny,Number,37
Beacon Falls,2015,Larceny,"Rate (per 100,000)",669.4
Beacon Falls,2015,Motor Vehicle Theft,Number,4
Beacon Falls,2015,Motor Vehicle Theft,"Rate (per 100,000)",72.4
Beacon Falls,2015,Arson,Number,0
